己丑庚午戊辰戊午|土土金火土土土火
庚辰己卯丁卯丙午|金土土木火木火火
庚子癸未乙酉壬午|金水水土木金水火
庚子丙戌壬午庚子|金水火土水火金水
甲辰辛未辛未戊戌|木土金土金土土土
丁巳癸卯庚戌壬午|火火水木金土水火
甲戌己巳乙未癸未|木土土火木土水土
丙午庚子乙卯丙戌|火火金水木木火土
甲午丁卯癸酉壬戌|木火火木水金水土
辛丑辛丑乙酉己卯|金土金土木金土木
庚辰戊寅乙巳辛巳|金土土木木火金火
丙子癸巳丁酉庚戌|火水水火火金金土
乙亥己丑乙巳癸未|木水土土木火水土
壬子庚戌丙辰甲午|水水金土火土木火
戊午壬戌丙辰乙未|土火水土火土木土
辛酉己亥丙戌辛卯|金金土水火土金木
丁巳己酉丙寅己丑|火火土金火木土土
乙未丙戌己未戊辰|木土火土土土土土
己亥乙亥庚戌辛巳|土水木水金土金火
乙丑丁亥丁丑己酉|木土火水火土土金
癸未庚申戊午戊午|水土金金土火土火
戊午乙丑甲申丁卯|土火木土木金火木
丙申癸巳乙巳丁亥|火金水火木火火水
壬戌甲辰己巳辛未|水土木土土火金土
丁丑壬寅乙亥丁亥|火土水木木水火水
乙亥乙酉戊辰壬子|木水木金土土水水
癸亥壬戌丁亥丁未|水水水土火水火土
乙巳戊寅辛亥辛卯|木火土木金水金木
丁未乙巳庚辰甲申|火土木火金土木金
丙午辛卯癸丑壬子|火火金木水土水水
丙子辛丑辛酉戊戌|火水金土金金土土
癸丑甲寅戊子甲寅|水土木木土水木木
丙辰戊戌甲辰戊辰|火土土土木土土土
辛丑壬辰乙丑壬午|金土水土木土水火
戊寅戊午辛亥戊子|土木土火金水土水
辛巳乙未庚午丙子|金火木土金火火水
己丑己巳庚子庚辰|土土土火金水金土
丁巳甲辰庚申壬午|火火木土金金水火
乙酉壬午己卯丙寅|木金水火土木火木
戊申戊午庚午丁丑|土金土火金火火土
癸酉庚申壬申丙午|水金金金水金火火
癸未丙辰壬寅乙巳|水土火土水木木火
甲辰己巳甲寅甲戌|木土土火木木木土
丙子戊戌癸酉丁巳|火水土土水金火火
辛巳戊戌丙申壬辰|金火土土火金水土
庚子癸未癸卯辛酉|金水水土水木金金
甲戌戊辰壬子辛丑|木土土土水水金土
戊申癸亥庚申丁亥|土金水水金金火水
辛未己亥乙酉戊寅|金土土水木金土木
乙丑己卯乙酉庚辰|木土土木木金金土
辛未庚子己酉壬申|金土金水土金水金
壬戌甲辰戊戌戊午|水土木土土土土火
己酉丙子辛卯丁酉|土金火水金木火金
乙丑丙戌丁酉庚子|木土火土火金金水
庚午己丑壬戌辛丑|金火土土水土金土
癸卯戊午壬寅甲辰|水木土火水木木土
辛丑甲午丁巳丁未|金土木火火火火土
丙戌己亥辛亥辛卯|火土土水金水金木
戊寅癸亥戊申癸亥|土木水水土金水水
甲辰癸酉丙午辛卯|木土水金火火金木
戊戌甲子庚申丁亥|土土木水金金火水
甲午丁丑庚辰丙戌|木火火土金土火土
癸酉甲寅壬午庚戌|水金木木水火金土
丁未庚戌乙丑癸未|火土金土木土水土
己巳丁丑庚申乙酉|土火火土金金木金
甲寅壬申辛丑辛卯|木木水金金土金木
癸酉丙辰丁丑甲辰|水金火土火土木土
壬午壬子甲子癸酉|水火水水木水水金
乙未甲申庚辰乙酉|木土木金金土木金
戊申壬戌丙申己丑|土金水土火金土土
庚戌戊寅壬子丁未|金土土木水水火土
壬午壬寅甲辰庚午|水火水木木土金火
乙未丁亥甲午丙寅|木土火水木火火木
甲辰戊辰壬辰庚子|木土土土水土金水
壬戌辛亥丙申癸巳|水土金水火金水火
壬子庚戌辛巳己丑|水水金土金火土土
丙子庚子辛巳甲午|火水金水金火木火
丁巳丙午丁未乙巳|火火火火火土木火
乙巳丙戌戊寅戊午|木火火土土木土火
乙丑丁亥丙午乙未|木土火水火火木土
己酉己巳戊戌乙卯|土金土火土土木木
甲午壬申戊戌丙辰|木火水金土土火土
壬寅壬子庚戌乙酉|水木水水金土木金
甲申庚午癸丑戊午|木金金火水土土火
庚午甲申戊寅庚申|金火木金土木金金
丙子丙申丙子甲午|火水火金火水木火
辛酉辛丑丙子戊子|金金金土火水土水
甲子丙子乙巳丁亥|木水火水木火火水
辛酉丙申癸丑乙卯|金金火金水土木木
戊午乙卯戊午丙辰|土火木木土火火土
丁丑癸卯癸丑壬子|火土水木水土水水
丙戌癸巳辛卯甲午|火土水火金木木火
壬辰辛亥癸酉戊午|水土金水水金土火
戊戌甲寅乙未丙戌|土土木木木土火土
庚申辛巳庚寅己卯|金金金火金木土木
庚子庚辰庚辰戊寅|金水金土金土土木
戊子辛酉己亥丁卯|土水金金土水火木
戊辰辛酉乙卯丙戌|土土金金木木火土
壬申甲辰乙丑己卯|水金木土木土土木
丁卯甲辰乙酉丙子|火木木土木金火水
癸丑丁巳丙申己丑|水土火火火金土土
甲申丙子癸丑癸亥|木金火水水土水水
丙子癸巳辛未甲午|火水水火金土木火
癸酉己未乙卯己卯|水金土土木木土木
甲戌癸酉戊戌丁巳|木土水金土土火火
甲申壬申癸酉辛酉|木金水金水金金金
辛亥庚寅辛亥己丑|金水金木金水土土
己卯庚午乙未甲申|土木金火木土木金
戊辰乙丑丙午己丑|土土木土火火土土
戊寅乙卯戊戌癸亥|土木木木土土水水
己卯甲戌壬午庚戌|土木木土水火金土
戊辰己未戊子戊午|土土土土土水土火
辛卯甲午戊午丙辰|金木木火土火火土
庚申壬午癸未癸丑|金金水火水土水土
乙卯辛巳辛未壬辰|木木金火金土水土
戊子辛酉甲子甲子|土水金金木水木水
戊戌乙卯辛亥癸巳|土土木木金水水火
戊午戊午辛丑丙申|土火土火金土火金
己酉癸酉己未辛未|土金水金土土金土
辛亥辛卯丁酉乙巳|金水金木火金木火
壬戌癸卯甲子壬申|水土水木木水水金
辛酉戊戌己亥乙丑|金金土土土水木土
乙未己卯丁卯丁未|木土土木火木火土
甲辰丁丑庚申丙戌|木土火土金金火土
甲戌丁丑甲午戊辰|木土火土木火土土
庚子壬午癸亥癸丑|金水水火水水水土
丙辰乙未戊辰戊午|火土木土土土土火
戊戌甲子丙子庚寅|土土木水火水金木
癸酉戊午戊子丁巳|水金土火土水火火
癸酉丁巳丁酉辛丑|水金火火火金金土
壬子癸丑丙申丙申|水水水土火金火金
乙巳丙戌甲午甲戌|木火火土木火木土
戊午甲子乙卯丙戌|土火木水木木火土
甲寅甲戌戊申辛酉|木木木土土金金金
丙辰辛丑甲戌乙丑|火土金土木土木土
壬戌甲辰戊戌丁巳|水土木土土土火火
戊申乙丑壬午己酉|土金木土水火土金
庚申甲申乙丑癸未|金金木金木土水土
丙午辛丑癸酉庚申|火火金土水金金金
壬午丙午癸亥庚申|水火火火水水金金
戊子戊午乙丑辛巳|土水土火木土金火
乙巳己卯丁卯乙巳|木火土木火木木火
丙戌丁酉丁卯庚戌|火土火金火木金土
戊申甲子丙午己丑|土金木水火火土土
己卯癸酉己卯丁卯|土木水金土木火木
壬戌辛亥戊午辛酉|水土金水土火金金
丁巳己酉癸亥庚申|火火土金水水金金
庚戌辛巳丙寅癸巳|金土金火火木水火
庚戌甲申乙卯丁亥|金土木金木木火水
戊寅辛酉壬子甲辰|土木金金水水木土
丙辰甲午甲戌丙寅|火土木火木土火木
辛亥乙未丙寅丁酉|金水木土火木火金
己卯庚午乙酉辛巳|土木金火木金金火
庚寅癸未庚午己卯|金木水土金火土木
癸亥丁巳壬戌壬寅|水水火火水土水木
戊子丙辰戊辰辛酉|土水火土土土金金
甲子丁丑壬戌辛丑|木水火土水土金土
壬寅壬寅丁酉己酉|水木水木火金土金
丙戌庚子庚午壬午|火土金水金火水火
癸丑甲寅丙子丙申|水土木木火水火金
甲申丁丑癸未甲寅|木金火土水土木木
辛巳辛卯己未庚午|金火金木土土金火
壬子己酉戊申乙卯|水水土金土金木木
戊子戊午戊戌丁巳|土水土火土土火火
壬寅丙午丁巳壬寅|水木火火火火水木
乙未壬午庚子壬午|木土水火金水水火
丁亥乙巳甲午乙亥|火水木火木火木水
癸未乙卯丁亥辛亥|水土木木火水金水
乙丑乙酉庚午戊寅|木土木金金火土木
甲辰辛未戊申丙辰|木土金土土金火土
辛酉丁酉庚申甲申|金金火金金金木金
乙卯丁亥辛亥庚寅|木木火水金水金木
甲寅丁丑壬申甲辰|木木火土水金木土
戊戌戊午丙辰庚寅|土土土火火土金木
乙亥戊子庚寅丙戌|木水土水金木火土
癸亥丁巳丙子戊戌|水水火火火水土土
乙巳丙戌甲子己巳|木火火土木水土火
甲午丙寅癸卯戊午|木火火木水木土火
甲子乙亥丁酉丁未|木水木水火金火土
丙寅辛丑癸丑癸亥|火木金土水土水水
辛巳辛丑癸未乙卯|金火金土水土木木
己酉丙寅壬戌戊申|土金火木水土土金
壬辰壬寅己亥甲子|水土水木土水木水
辛巳丙申辛卯己亥|金火火金金木土水
庚子己丑庚寅戊寅|金水土土金木土木
庚戌丙戌庚申辛巳|金土火土金金金火
庚子庚辰戊辰戊午|金水金土土土土火
癸丑壬戌丙申庚寅|水土水土火金金木
甲辰己巳乙丑己卯|木土土火木土土木
癸未乙丑壬子辛亥|水土木土水水金水
戊辰戊午癸未乙卯|土土土火水土木木
己未丁丑乙酉戊寅|土土火土木金土木
癸未乙丑壬寅丁未|水土木土水木火土
丁丑庚戌辛亥己亥|火土金土金水土水
乙卯壬午甲寅丁卯|木木水火木木火木
甲寅乙亥壬辰己酉|木木木水水土土金
壬申庚戌癸卯甲寅|水金金土水木木木
庚午庚辰戊辰癸亥|金火金土土土水水
壬寅辛亥己酉丙寅|水木金水土金火木
己酉乙亥戊子乙卯|土金木水土水木木
辛未乙未己丑戊辰|金土木土土土土土
戊辰壬戌己未己巳|土土水土土土土火
己酉甲戌癸卯乙卯|土金木土水木木木
辛亥丁酉丙申癸巳|金水火金火金水火
丁卯丙午甲子癸酉|火木火火木水水金
壬戌乙巳辛未乙未|水土木火金土木土
辛卯乙未庚申戊寅|金木木土金金土木
丁巳己酉壬午壬寅|火火土金水火水木
丙午壬辰戊寅癸亥|火火水土土木水水
辛酉丙申丙申丙申|金金火金火金火金
庚寅戊寅戊申壬子|金木土木土金水水
乙亥丁亥庚子己卯|木水火水金水土木
辛亥庚寅辛巳丁酉|金水金木金火火金
乙卯戊寅己巳甲子|木木土木土火木水
戊午乙卯丙寅壬辰|土火木木火木水土
庚申辛巳甲辰甲戌|金金金火木土木土
丁丑壬子乙酉乙酉|火土水水木金木金
庚戌戊子乙丑乙酉|金土土水木土木金
丙子辛卯癸巳辛酉|火水金木水火金金
己未丙寅丙午丙申|土土火木火火火金
壬戌丙午辛丑乙未|水土火火金土木土
乙亥乙酉癸巳癸丑|木水木金水火水土
戊戌癸亥甲寅壬申|土土水水木木水金
甲申甲戌癸酉辛酉|木金木土水金金金
庚寅己卯戊辰癸丑|金木土木土土水土
壬寅丙午己巳庚午|水木火火土火金火
丁卯壬子甲寅丁卯|火木水水木木火木
辛丑丁酉戊辰壬子|金土火金土土水水
丙申辛丑乙未戊寅|火金金土木土土木
己未戊辰丙子壬辰|土土土土火水水土
己亥丙寅壬申庚戌|土水火木水金金土
戊辰乙卯己酉戊辰|土土木木土金土土
壬戌乙巳辛酉辛卯|水土木火金金金木
己卯壬申庚戌壬午|土木水金金土水火
壬子庚戌庚午辛巳|水水金土金火金火
丁巳丁未戊子庚申|火火火土土水金金
庚午丁亥丁亥丙午|金火火水火水火火
甲午丙子戊寅己未|木火火水土木土土
丙寅丙申丁卯庚子|火木火金火木金水
丁卯癸卯辛酉戊戌|火木水木金金土土
丁巳戊申癸亥丙辰|火火土金水水火土
庚辰己卯辛卯癸巳|金土土木金木水火
甲午丙子壬子甲辰|木火火水水水木土
癸卯壬戌壬午甲辰|水木水土水火木土
壬戌癸丑壬寅丙午|水土水土水木火火
壬午戊申乙未癸未|水火土金木土水土
甲申丁丑壬子戊申|木金火土水水土金
壬辰癸卯壬午乙巳|水土水木水火木火
甲子丙寅庚寅戊寅|木水火木金木土木
丁巳甲辰癸卯甲寅|火火木土水木木木
丙申乙未丙申丙申|火金木土火金火金
丁丑丙午丙子甲午|火土火火火水木火
己卯丙子乙未乙酉|土木火水木土木金
乙亥庚辰甲子癸酉|木水金土木水水金
乙巳甲申己巳癸酉|木火木金土火水金
甲申己巳壬申辛丑|木金土火水金金土
辛丑乙未壬寅丙午|金土木土水木火火
丁未壬子丙戌丙申|火土水水火土火金
丁酉癸卯庚戌丁丑|火金水木金土火土
壬午戊申癸亥癸丑|水火土金水水水土
己卯乙亥己丑丁卯|土木木水土土火木
癸酉乙丑丙申丙申|水金木土火金火金
甲子丁丑辛丑辛卯|木水火土金土金木
戊辰丁巳壬戌癸卯|土土火火水土水木
甲子乙亥壬午丁未|木水木水水火火土
乙巳辛巳壬申庚子|木火金火水金金水
丁酉乙巳庚子癸未|火金木火金水水土
己酉甲戌甲戌甲戌|土金木土木土木土
丙辰乙未甲辰丙寅|火土木土木土火木
辛亥壬辰癸巳丙辰|金水水土水火火土
甲子癸酉壬申壬寅|木水水金水金水木
己巳庚午壬辰乙巳|土火金火水土木火
壬寅壬子丙申乙未|水木水水火金木土
己酉乙亥庚申丁丑|土金木水金金火土
癸亥辛酉辛丑壬辰|水水金金金土水土
丁亥壬寅甲午戊辰|火水水木木火土土
壬申丁未戊戌壬戌|水金火土土土水土
戊子丁巳癸丑壬子|土水火火水土水水
辛亥辛卯甲辰乙亥|金水金木木土木水
乙卯辛巳戊戌辛酉|木木金火土土金金
壬辰丙午丙午辛卯|水土火火火火金木
辛酉辛卯戊子乙卯|金金金木土水木木
丁卯壬子丙子己亥|火木水水火水土水
癸丑甲寅甲子己巳|水土木木木水土火
丙辰丙申戊辰癸亥|火土火金土土水水
壬子辛亥己巳甲子|水水金水土火木水
己巳甲戌壬戌戊申|土火木土水土土金
壬寅戊申辛亥壬辰|水木土金金水水土
乙巳癸未甲午乙丑|木火水土木火木土
壬午辛亥丁卯丁未|水火金水火木火土
丙戌丁酉庚戌己卯|火土火金金土土木
壬申辛亥庚子己卯|水金金水金水土木
庚申己丑戊午壬子|金金土土土火水水
戊戌甲子乙丑辛巳|土土木水木土金火
戊午癸亥丙午庚寅|土火水水火火金木
乙酉壬午丁丑癸卯|木金水火火土水木
丁未癸丑壬戌丙午|火土水土水土火火
己酉壬申丙辰戊戌|土金水金火土土土
戊子丁巳甲子戊辰|土水火火木水土土
丙子戊戌乙酉癸未|火水土土木金水土
丙辰庚寅戊寅辛酉|火土金木土木金金
辛丑庚子辛卯戊戌|金土金水金木土土
甲辰壬申庚子甲申|木土水金金水木金
丁巳乙巳癸酉壬戌|火火木火水金水土
辛卯甲午辛卯癸巳|金木木火金木水火
戊辰丁巳戊午辛酉|土土火火土火金金
丙戌辛卯戊戌辛酉|火土金木土土金金
戊戌甲寅庚申丙子|土土木木金金火水
壬辰庚戌壬寅庚子|水土金土水木金水
甲午丁丑己丑甲子|木火火土土土木水
癸酉庚申戊辰丁巳|水金金金土土火火
癸巳戊午壬戌辛丑|水火土火水土金土
癸丑乙丑庚子壬午|水土木土金水水火
壬辰乙巳己卯甲子|水土木火土木木水
辛未乙未丙午辛卯|金土木土火火金木
甲戌丙子戊子庚申|木土火水土水金金
辛巳甲午丁酉丙午|金火木火火金火火
乙未甲申甲戌辛未|木土木金木土金土
甲寅戊辰丙辰戊戌|木木土土火土土土
戊子戊午乙未壬午|土水土火木土水火
癸未辛酉戊申庚申|水土金金土金金金
丁亥乙巳丙戌丁酉|火水木火火土火金
壬申壬子庚午丙戌|水金水水金火火土
戊午癸亥癸未壬戌|土火水水水土水土
辛卯庚寅丙午丙申|金木金木火火火金
癸卯庚申丙寅丁酉|水木金金火木火金
